classic STA/LTA,recursive STA/LTA,envelope,kurtosis,skewness,label
0.9935235194697872,1.1581873002160086,0.1886109409124876,-0.5272050464872158,-0.5089181683591087,0
0.9927155858161321,1.1577684535453814,0.18915831657585708,-0.5292183916852053,-0.5113070326909824,0
0.9919056425109161,1.1573582560356597,0.18972985422750777,-0.5311421918802224,-0.5132901320448616,0
0.9910950698675011,1.156956261343677,0.19032601869735274,-0.5329196237962464,-0.5148846710813086,0
0.9902853458532525,1.156562076712869,0.19094989864720704,-0.5344913763452834,-0.5161131015105868,0
0.9894780376902337,1.1561753747589503,0.1916024695918485,-0.5357974318051171,-0.5170026173626079,0
0.9886747888092404,1.1557959001138762,0.19228733798695968,-0.5367788426240456,-0.5175846101780713,0
0.9878773009004296,1.1554234699802537,0.19300598739757344,-0.5373794627501525,-0.5178940896934989,0
0.9870873113045658,1.155057967911839,0.19376251858894675,-0.5375475859423147,-0.5179690814255218,0
0.9863065660939073,1.1546993301223727,0.1945588877540126,-0.5372374485699698,-0.5178500199514552,0
0.9855367886674873,1.1543475233377085,0.19539964222034947,-0.5364105662619432,-0.5175791646819857,0
0.9847796429445013,1.154002512952868,0.19628714984371864,-0.5350368854006557,-0.5172000733504056,0
0.984036689887052,1.1536642202462706,0.1972263215577131,-0.5330957412389976,-0.5167571761534739,0
0.9833093360974186,1.1533324674794079,0.19821983175984367,-0.5305766310845481,-0.5162954986657866,0
0.9825987731208317,1.153006909629007,0.1992728234086078,-0.5274798415701478,-0.5158605810811686,0
0.9819059057455237,1.1526869513617763,0.20038811921688104,-0.5238170167415137,-0.5154986276373068,0
0.981231267459446,1.1523716480285002,0.2015709000047015,-0.5196118170351078,-0.5152568826490375,0
0.9805749216438673,1.1520595901273434,0.20282390631953573,-0.5149009006774805,-0.5151841588942089,0
0.9799363479952937,1.1517487717806125,0.20415209210798174,-0.5097355716220267,-0.5153313302190418,0
0.9793143147282753,1.1514364449770151,0.2055578356548046,-0.5041845952149493,-0.5157514257667061,0
0.9787067379480016,1.151118962277494,0.20704558785643645,-0.49833886935088545,-0.5164986957699756,0
0.9781105300698556,1.1507916112426617,0.20861711721779597,-0.4923187657354786,-0.5176256011801178,0
0.9775214394909836,1.1504484441347074,0.210276165196687,-0.48628478950205967,-0.5191760179841742,0
0.9769338840368582,1.1500821065150097,0.21202373664784327,-0.4804512411678723,-0.521171893975091,0
0.9763407809640576,1.1496836682021792,0.21386275971483623,-0.47509976602348614,-0.5235889215642379,0
0.9757333765707662,1.149242459902072,0.21579341795269516,-0.47058297832935825,-0.5263141761582395,0
0.9751010789960757,1.1487459189918205,0.2178177980676267,-0.4672938544635703,-0.5290747656652289,0
0.9744312986337742,1.1481794485215957,0.21993525480715878,-0.4655474941162656,-0.5313211451223615,0
0.9737093016135289,1.1475262943650528,0.22214703295533877,-0.4652675609614221,-0.5320422636682137,0
0.9729180829502883,1.1467674465162976,0.22445166614875678,-0.46527694723832713,-0.5294840410401654,0
0.9720382672029436,1.145881571816287,0.22684956693369288,-0.4618526400245182,-0.520742939880164,0
0.9710480457121116,1.1448449868577248,0.22933847149249967,-0.44603850602129613,-0.501223363262511,0
0.9699231604704566,1.143631681207018,0.23191800179063607,-0.39911676656546247,-0.4639994895758885,0
0.9686369450474761,1.1422134019602106,0.23458518406192438,-0.28587773439417097,-0.399231388007011,0
0.9671604325392583,1.1405598106982326,0.23733899358878718,-0.04635643871725659,-0.29396067207027193,0
0.9654625394462013,1.138638723083877,0.24017597679402977,0.41101681135751544,-0.13280536014760966,0
0.9635103329532078,1.1364164396314145,0.24309477820408923,1.208668768829706,0.09987178154420945,0
0.9612693872011433,1.1338581734561475,0.24609188827312728,2.4834156194433703,0.4160969684050406,0
0.9587042315926257,1.1309285772078,0.24916613561453427,4.3498512452678195,0.8194208637523425,0
0.9557788910314675,1.1275923673776806,0.2523145691863099,6.851219936317129,1.300931990327409,0
0.9524575145012447,1.1238150400881457,0.2555368802998051,9.920146758774536,1.8384850795591592,0
0.9487050848136857,1.1195636684532468,0.2588314239740936,13.37469614167777,2.40033146021258,0
0.9444881990113001,1.1148077679192596,0.26219953127293166,16.957897240490066,2.951987062145224,0
0.9397759061027435,1.1095202130403383,0.2656416798971918,20.40256517253844,3.4633942936987654,0
0.9345405866402239,1.1036781870338301,0.269161660206428,23.490438656795053,3.913628939688401,0
0.9287588570042076,1.0972641441186157,0.27276291837866945,26.083897186812376,4.292149137882111,0
0.9224124803642422,1.0902667643377204,0.27645254351848747,28.127695371348864,4.597327593818216,0
0.9154892669747754,1.082681882029346,0.2802378013485422,29.631427722935598,4.833725877911667,0
0.9079839495766262,1.0745133730183625,0.284129888277943,30.645787339318204,5.009339295787534,0
0.8998990253918389,1.0657739921669427,0.28814065583325776,31.241399331175025,5.133452696170039,0
0.8912455641308817,1.056486161874212,0.29228607035112575,31.493730873139725,5.215252407440046,1
0.8820439909691618,1.04668272284564,0.2965831362888852,31.474091721919038,5.263076472891344,0
0.8723248640250845,1.0364076702867693,0.3010530166331229,31.24527244077283,5.284107537308409,0
0.8621296771202639,1.0257169111240825,0.3057181760174026,30.860168319753498,5.284330964915406,0
0.8515117302426028,1.0146790905663299,0.3106051232368355,30.362069422094272,5.268629820475517,0
0.8405371216648025,1.0033765487678172,0.3157417901300418,29.785731386691566,5.240935870974426,0
0.8292859264574801,0.9919064797900286,0.32115986020777665,29.158701879707927,5.204391183823412,0
0.8178536357474396,0.9803823748410004,0.32689240148831855,28.502625714478363,5.161497853543089,0
0.8063529392436374,0.9689358395561218,0.3329757512343249,27.834403538396895,5.1142468359393,0
0.7949159397113131,0.9577188803700114,0.33944740035622023,27.16716309275942,5.064224017287107,0
0.7836968909166627,0.9469067564382048,0.34634737466449156,26.511043836113018,5.012695006892636,0
0.7728755479613075,0.9367014885429621,0.35371632698334593,25.873813600751028,4.960671417973093,0
0.7626612079185524,0.9273361014200813,0.3615963434465716,25.2613415521298,4.9089616374995515,0
0.7532974954442171,0.9190796466370884,0.3700292004551863,24.677951598076962,4.858208862961511,0
0.7450679079090705,0.91224300438729,0.37905655691571666,24.12667798418059,4.808918804869245,0
0.7383020722375132,0.9071853884762653,0.3887183640882723,23.609441902060496,4.761479069660061,0
0.7333825755136267,0.9043213734525788,0.3990524617623108,23.12716549314317,4.7161719245912925,0
0.7307521091472288,0.9041281216666816,0.410093187460397,22.679838114244696,4.673181937152662,0
0.7309205102710041,0.907152309580211,0.4218704833919091,22.26654919452811,4.632599876800365,0
0.7344710963339487,0.9140160407405366,0.4344088280046596,21.88550218396729,4.5944242410745435,0
0.7420654777503098,0.9254207989325581,0.4477260408315223,21.534024472084074,4.5585617777123195,0
0.7544458156332983,0.9421482603553728,0.46183269077507144,21.208588113805217,4.524828364704106,0
0.7724332941367463,0.9650565812598295,0.4767307969163513,20.904855141281562,4.492951528859212,0
0.7969214380314265,0.9950706534561646,0.49241382193851324,20.617758764083952,4.462575693085076,0
0.8288628747962927,1.033164832451202,0.508865419848493,20.341627720830136,4.433270927262879,0
0.8692482722553115,1.0803368556774762,0.5260600419445941,20.070355612101768,4.40454554700591,0
